runtime_alias	sprite	runtime_path	sha256	dimensions	size_bytes	state
leader_CBA_warlord_middle_east	GFX_portrait_CBA_warlord_middle_east	gfx/leaders/014_cannibalism/leader_CBA_warlord_middle_east.dds	2b962bfe3cab6643bbc1c7b152535016a5af7d629ce0032362fd1f2607122935	156x210	131168	source_placeholder/direct_source_2d
leader_CBA_warlord_south_america	GFX_portrait_CBA_warlord_south_america	gfx/leaders/014_cannibalism/leader_CBA_warlord_south_america.dds	bb4ead12a2ca5d501467d34ac8278bbbf65f5080cca6dd559277f80743e03b5c	156x210	131168	source_placeholder/direct_source_2d
leader_CBB_warlord_middle_east	GFX_portrait_CBB_warlord_middle_east	gfx/leaders/014_cannibalism/leader_CBB_warlord_middle_east.dds	e4d6fb7b491691c8224fab59dc50c154b293a59aa23ba77fd6b3e342d59a1b2f	156x210	131168	source_placeholder/direct_source_2d
leader_CBC_warlord_south_america	GFX_portrait_CBC_warlord_south_america	gfx/leaders/014_cannibalism/leader_CBC_warlord_south_america.dds	af8a1a079241f1bc21101b182d207cc653932693f2fa491b51c2f429d523eba3	156x210	131168	source_placeholder/direct_source_2d
leader_CBC_warlord	GFX_portrait_CBC_warlord	gfx/leaders/014_cannibalism/leader_CBC_warlord.dds	eecc77b050b94d2ce3c4f92b65557b25fd0fbf9a0e180a4668b6f3e15d64b883	156x210	131168	source_placeholder/direct_source_2d
leader_CBD_warlord_north_america	GFX_portrait_CBD_warlord_north_america	gfx/leaders/014_cannibalism/leader_CBD_warlord_north_america.dds	49ca594dbad0548007bce3a6c5439b4174db2b157ffce6686ebc9e893c1a9910	156x210	131168	source_placeholder/direct_source_2d
leader_CBD_warlord_south_america	GFX_portrait_CBD_warlord_south_america	gfx/leaders/014_cannibalism/leader_CBD_warlord_south_america.dds	546856dbd64ed2c27148facb0d8ba67c187fad5a7912306e468909ae7971c8ab	156x210	131168	source_placeholder/direct_source_2d
leader_CBE_warlord_north_america	GFX_portrait_CBE_warlord_north_america	gfx/leaders/014_cannibalism/leader_CBE_warlord_north_america.dds	14b06c6f68102a5c2b3f5f909c5546ede6bfad2e1d0d7a1c310ec09bae00dbf6	156x210	131168	source_placeholder/direct_source_2d
leader_CBE_warlord_south_america	GFX_portrait_CBE_warlord_south_america	gfx/leaders/014_cannibalism/leader_CBE_warlord_south_america.dds	dbb28bed50bdfa2117df9eec85fd41361dffb262dd7110be0b062f2c6ed98425	156x210	131168	source_placeholder/direct_source_2d
leader_CBE_warlord	GFX_portrait_CBE_warlord	gfx/leaders/014_cannibalism/leader_CBE_warlord.dds	7fa87381c4690f234f001a09cdfc14fd75240f861ac5f85d5b4265c78d3c0781	156x210	131168	source_placeholder/direct_source_2d
leader_CBF_warlord_africa	GFX_portrait_CBF_warlord_africa	gfx/leaders/014_cannibalism/leader_CBF_warlord_africa.dds	e74729cd98f7ca6c487ee8fcf0e074b2a4d65362aee91fe0f4bdd892c0aa6e36	156x210	131168	source_placeholder/direct_source_2d
leader_CBF_warlord_oceania	GFX_portrait_CBF_warlord_oceania	gfx/leaders/014_cannibalism/leader_CBF_warlord_oceania.dds	d1aa544a53e21a59c8c5f11424739c2b14620520cda1bc2107c62f44d6d53838	156x210	131168	source_placeholder/direct_source_2d
leader_CBF_warlord	GFX_portrait_CBF_warlord	gfx/leaders/014_cannibalism/leader_CBF_warlord.dds	bcd68f47ca0700c9e012fe00dfdd4d0412bce875bbe415f96ad7559d1b23984b	156x210	131168	source_placeholder/direct_source_2d
leader_CBH_warlord_north_america	GFX_portrait_CBH_warlord_north_america	gfx/leaders/014_cannibalism/leader_CBH_warlord_north_america.dds	089727a40147c4af368cb41dede009e8a30e2f0fb414ce3b1168683706114673	156x210	131168	source_placeholder/direct_source_2d
leader_CBH_warlord_south_america	GFX_portrait_CBH_warlord_south_america	gfx/leaders/014_cannibalism/leader_CBH_warlord_south_america.dds	9b0f916f81a796a1df5fe5632f2f9212d3598831e1f3316cf3108fbd83e32986	156x210	131168	source_placeholder/direct_source_2d
leader_CBH_warlord	GFX_portrait_CBH_warlord	gfx/leaders/014_cannibalism/leader_CBH_warlord.dds	478800e24421a1c9939818638ee128546d2dc3917149c2eb7c16166bf25da5a7	156x210	131168	source_placeholder/direct_source_2d
